image	author	title	style	description
./images/776.jpg	ANGELICO, Fra	Entombment	Tempera on wood	This panel was part of the altarpiece of the main altar in the monastery church of San Marco, Florence, and was originally in the middle of its predella.The centre predella panel of the San Marco altarpiece is not overtly connected to the scenes on either side of it, which show the life of Sts Cosmas and Damian, although it too is lit from the right. Instead it relates directly to the crucifixion at the base of the altarpiece which, when the predella was in situ, was immediately above it. Christ's body is supported by Nicodemus, and his hands are held and kissed by the stooping Virgin and St John. Christ has a weightless air about him, so that the three other figures appear to have to do little to support him. The winding cloth lies stretched out in a receding rectangle creating the foreground space, its folds and colour echoing the white rock. Behind lies the dark rectangular void of the tomb. The sparsity and simplicity of the composition, the firmly closed-off space and the extensive use of white in this panel, are all also found in Angelico's frescoes at San Marco.The figures here, arranged parallel with each other, with the central perspective of the shroud leading to the tomb, shows a very different idea of spatial organization from that inRogier van der Weyden's panelof the same subject.
./images/777.jpg	ANGELICO, Fra	Saint Cosmas and Saint Damian Crucifixed and Stoned	Tempera on wood	This picture is the third from the right on the predella.
./images/778.jpg	ANGELICO, Fra	Beheading of Saint Cosmas and Saint Damian	Tempera on wood	This picture is the second from the right on the predella. The legend of Sts Cosmas and Damian, twin brothers who were famed for making no charges for their services as physicians, is outlined in the predella panels of this San Marco altarpiece. Several attempts to put them to death failed, until the last, pictured here. The final moments of the two brothers are shown set against one of Angelico's finest landscapes. Outside a town with fortifications akin to those of Jerusalem in his Deposition, the two saints wait to join the three headless figures in the foreground. The greatest emphasis falls on the one who kneels directly in front of a row of five cypresses which runs parallel to the picture plane. The trees can be taken to symbolize the five being executed.
./images/779.jpg	ANGELICO, Fra	Sepulchring of Saint Cosmas and Saint Damian	Tempera on wood	This picture is the first from the right on the predella.
./images/780.jpg	ANGELICO, Fra	The Healing of Justinian by Saint Cosmas and Saint Damian	Tempera on wood	This picture was placed on the right lateral side of the predella. Justinian sleeps while Sts Cosmas and Damian enter his chamber trailing patches of soft cloud. They replace his corrupted leg with a healthy one. The room is Spartan but the variety of light-sources and Angelico's close observation give it interest. Light floods in from outside through the window on the left, illuminating its own frame and parts of the swags of curtain. Exterior space is indicated not only by the window but by the door opposite it, from whence comes more light. From the front left outside the picture comes the third source of light, which produces a broad diagonal sweep across the right wall. The curtain provides the rectangular backdrop parallel to the picture surface which is common to each of these predella panels, and also hints at more, obscured space behind it. The container hanging from a nail on the side of the bed, the glass and decanter, the slippers and the simple three-legged stool, all provide the constituents of a closely observed still-life.
./images/781.jpg	ANGELICO, Fra	St Jerome	Tempera on wood	The three panels in the Lindenau-Museum, Altenburg, representing St Jerome, St Bernard, and St Roch, were part of the altarpiece (the San Marco Altarpiece) executed for the main altar of the church belonging to the Convent of San Marco and dedicated to the two medical saints, Cosmas and Damian. The altarpiece with aSacra Conversazionein the centre, was dismembered and the parts dispersed.
./images/782.jpg	ANGELICO, Fra	St Roche	Tempera on wood	The three panels in the Lindenau-Museum, Altenburg, representing St Jerome, St Bernard, and St Roch, were part of the altarpiece (the San Marco Altarpiece) executed for the main altar of the church belonging to the Convent of San Marco and dedicated to the two medical saints, Cosmas and Damian. The altarpiece with aSacra Conversazionein the centre, was dismembered and the parts dispersed.
./images/783.jpg	ANGELICO, Fra	St Bernard	Tempera on wood	The three panels in the Lindenau-Museum, Altenburg, representing St Jerome, St Bernard, and St Roch, were part of the altarpiece (the San Marco Altarpiece) executed for the main altar of the church belonging to the Convent of San Marco and dedicated to the two medical saints, Cosmas and Damian. The altarpiece with aSacra Conversazionein the centre, was dismembered and the parts dispersed.
./images/784.jpg	ANGELICO, Fra	St Romuald	Tempera on wood	This panel probably was part of the San Marco Altarpiece.
./images/785.jpg	ANGELICO, Fra	St Peter Martyr	Tempera on wood	This panel probably was part of the San Marco Altarpiece.
./images/786.jpg	ANGELICO, Fra	St Thomas Aquinas	Tempera on wood	This panel probably was part of the San Marco Altarpiece.
./images/787.jpg	ANGELICO, Fra	Deposition from the Cross (Pala di Santa TrinitÃÂ )	Tempera on panel	This work was originally commissioned by Palla Strozzi from Lorenzo Monaco, for the sacristy of the church of Santa TrinitÃ  in Florence, but by the time of Monaco's death only the pinnacles of this work had been painted. When Angelico took over the commission he found himself cribbed and confined by Monaco's ready-made triple-arched Gothic frame. He ignored these constraints, however, making skilful use of the three arches in his composition to provide a scene of stunning beauty and subdued yet poignant emotion, set in an expansive Tuscan landscape. Although the work is painted on one panel, the three arches of the frame find an echo in the placing of the figures in three groups.The central arch is largely blocked off by the wooden framework of the cross and two ladders. The cross bar of the former appears to run behind the picture frame hinting at further, obscured space. With no scene behind but the sky and the lattice work of timber, the eye is drawn to the body of Christ which is at the very centre of the picture. Angelico challenges the tendency of the other two arches to define the shape and space of the work by placing a strong vertical, in the form of a tower or a tree, in the corners of each. The pilasters on either side of the frame contain twelve panels with full length portraits of saints, and eight medallions with portrait busts. The full-length figures are shown standing on columns which are each painted with careful attention to the view-point of the spectator.
./images/789.jpg	ANGELICO, Fra	Deposition from the Cross (detail)	Tempera on panel	The cross has no upper limb, thereby blunting the pointedness of the arch behind which it stands. There is room at the top only for a view of the mocking panel which declares Christ King of the Jews. Christ is covered with the weals of the flagellation, and blood trickles from the lance wound in his side. More blood runs down the cross to the rock at the base, a stylized representation of Golgotha. Christ's head lies almost horizontally, his passive face marked only by thin dribbles of blood from the pricks of the crown of thorns.Vasari claims that one of the figures lowering Christ is a portrait of Michelozzo, the architect responsible for the rebuilding of the convent of San Marco in Florence. Pope-Hennessy suggests that if he is represented at all it is in the figure under Christ's right arm wearing a black cappucio, or monastic hood.
./images/790.jpg	ANGELICO, Fra	Deposition from the Cross (detail)	Tempera on panel	In the distance at the top left lies Jerusalem, shown by Angelico as a sparkling Tuscan hill town. The city fortifications appear as a series of cubes, pillars, and walls massed together in a sharply defining light. Buildings of widely varying sizes, shapes and colours are arranged together within the city walls. At the top of the hill rises a citadel-like temple. Outside the city gates lies a landscape of ploughed fields, farmhouses, and hedgerows. In the sky, above a storm cloud is gathering which throws shadow over half the city. The whole is viewed through a screen of trees, which mark out the middle distance in the complete picture.
